symbol,date,close,currency,fetched_at,source_url
AMD,2021-12-10,138.5500030517578,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-12-13,133.8000030517578,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-12-14,135.60000610351562,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-12-15,146.5,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-12-16,138.63999938964844,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-12-17,137.75,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-12-20,135.8000030517578,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-12-21,144.25,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-12-22,143.8800048828125,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-12-23,146.13999938964844,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-12-27,154.36000061035156,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-12-28,153.14999389648438,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-12-29,148.25999450683594,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-12-30,145.14999389648438,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2021-12-31,143.89999389648438,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2022-01-03,150.24000549316406,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
AMD,2022-01-04,144.4199981689453,USD,2026-06-22T11:03:59,https://finance.yahoo.com/quote/AMD/
