report_date,asset,label,symbol,amount_krw,buy_date,buy_price_krw,units,final_price_krw,final_value_krw,profit_krw,return
2023-12-06,gold,ACE KRX금현물,411060.KS,350000,2023-12-06,12219.5938,28.642523406312097,29715.0,851113,501113,1.4317502371958968
2023-12-06,silver,KODEX 은선물(H),144600.KS,200000,2023-12-06,4570.6719,43.75724302020696,12595.0,551122,351122,1.755612379197533
2023-12-06,equity,TIGER 미국S&P500,360750.KS,400000,2023-12-06,14602.8252,27.39195975093914,27985.0,766564,366564,0.9164099840750795
2024-01-06,cash,KODEX 단기채권,153130.KS,550000,2024-01-05,106069.0156,5.185303142102201,113255.0,587262,37262,0.06774819519779052
2024-01-06,gold,ACE KRX금현물,411060.KS,350000,2024-01-05,12389.5879,28.249527190879313,29715.0,839435,489435,1.3983848585056537
2024-01-06,silver,KODEX 은선물(H),144600.KS,200000,2024-01-05,4331.4219,46.17421386597213,12595.0,581564,381564,1.9078211182095948
2024-01-06,equity,TIGER 미국S&P500,360750.KS,400000,2024-01-05,14986.0898,26.691418787057476,27985.0,746959,346959,0.8673983868895088
2024-02-06,cash,KODEX 단기채권,153130.KS,550000,2024-02-06,106357.8203,5.171222937664507,113255.0,585667,35667,0.06484882510035228
2024-02-06,gold,ACE KRX금현물,411060.KS,350000,2024-02-06,12404.5879,28.215367014692934,29715.0,838420,488420,1.3954846595474297
2024-02-06,silver,KODEX 은선물(H),144600.KS,200000,2024-02-06,4191.8594,47.711524196824946,12595.0,600927,400927,2.004633236295051
2024-02-06,equity,TIGER 미국S&P500,360750.KS,400000,2024-02-06,15966.3926,25.052622127557235,27985.0,701098,301098,0.7527440755992232
2024-03-06,cash,KODEX 단기채권,153130.KS,550000,2024-03-06,106617.2656,5.158639145131424,113255.0,584242,34242,0.06225759342156256
2024-03-06,gold,ACE KRX금현물,411060.KS,350000,2024-03-06,13029.5664,26.86198366755417,29715.0,798204,448204,1.280582413375349
2024-03-06,silver,KODEX 은선물(H),144600.KS,200000,2024-03-06,4411.1719,45.33942581867772,12595.0,571050,371050,1.8552503409312293
2024-03-06,equity,TIGER 미국S&P500,360750.KS,400000,2024-03-06,16512.0859,24.22468012303488,27985.0,677928,277928,0.6948191831078279
2024-04-06,cash,KODEX 단기채권,153130.KS,550000,2024-04-05,106940.3672,5.143053221761223,113255.0,582476,32476,0.05904816841921323
2024-04-06,gold,ACE KRX금현물,411060.KS,400000,2024-04-05,14304.5244,27.963180628834312,29715.0,830926,430926,1.077314780964529
2024-04-06,silver,KODEX 은선물(H),144600.KS,200000,2024-04-05,4954.4688,40.36759743413459,12595.0,508430,308430,1.5421494484146256
2024-04-06,equity,TIGER 미국S&P500,360750.KS,350000,2024-04-05,16984.6934,20.606789454153517,27985.0,576681,226681,0.6476600082128177
2024-05-06,cash,KODEX 단기채권,153130.KS,550000,2024-05-03,107180.2344,5.131543173115962,113255.0,581173,31173,0.05667804012954236
2024-05-06,gold,ACE KRX금현물,411060.KS,400000,2024-05-03,14559.5156,27.473441445618146,29715.0,816373,416373,1.040933281391358
2024-05-06,silver,KODEX 은선물(H),144600.KS,200000,2024-05-03,4924.5625,40.612744786973465,12595.0,511518,311518,1.557587602959654
2024-05-06,equity,TIGER 미국S&P500,360750.KS,350000,2024-05-03,16852.5176,20.768410320740976,27985.0,581204,231204,0.6605827509312465
2024-06-06,cash,KODEX 단기채권,153130.KS,550000,2024-06-05,107542.4766,5.1142582687349485,113255.0,579215,29215,0.05311876404650295
2024-06-06,gold,ACE KRX금현물,411060.KS,400000,2024-06-05,14709.5107,27.1932905866667,29715.0,808049,408049,1.0201215744570025
2024-06-06,silver,KODEX 은선물(H),144600.KS,200000,2024-06-05,5457.8906,36.64419346989021,12595.0,461534,261534,1.3076680837663361
2024-06-06,equity,TIGER 미국S&P500,360750.KS,350000,2024-06-05,17727.3984,19.743449735953394,27985.0,552520,202520,0.578629831030445
2024-07-06,cash,KODEX 단기채권,153130.KS,550000,2024-07-05,107894.9297,5.097551864512864,113255.0,577323,27323,0.04967861166437171
2024-07-06,gold,ACE KRX금현물,411060.KS,350000,2024-07-05,14989.501,23.349676586782845,29715.0,693836,343836,0.9823875422178634
2024-07-06,silver,KODEX 은선물(H),144600.KS,200000,2024-07-05,5607.4219,35.667014977359806,12595.0,449226,249226,1.246130268199234
2024-07-06,equity,TIGER 미국S&P500,360750.KS,400000,2024-07-05,18670.709,21.423932017511973,27985.0,599549,199549,0.49887184377518135
2024-08-06,cash,KODEX 단기채권,153130.KS,550000,2024-08-06,108242.4766,5.081184554036196,113255.0,575470,25470,0.04630828484976246
2024-08-06,gold,ACE KRX금현물,411060.KS,350000,2024-08-06,15589.4814,22.451035413063032,29715.0,667133,317133,0.9060929065690515
